,number,name_en,name_en_lowercase,dex_en,name_de,name_de_lowercase,dex_de,name_fr,name_fr_lowercase,dex_fr,name_it,name_it_lowercase,dex_it,name_es,name_es_lowercase,dex_es,catchrate,atk,def,hp,spd,type1,type2,legendary,mythical
133,133,Eevee,eevee,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions.",Evoli,evoli,"Das Erbmaterial dieses besonderen Pokémon ist instabil, weshalb es das Potenzial für viele verschiedene Entwicklungen in sich trägt.",Évoli,évoli,"L’ADN de ce Pokémon très particulier recèle de nombreuses possibilités d’évolution.",Eevee,eevee,"È un Pokémon molto particolare. Dotato di un corredo genetico instabile, serba in sé le più varie possibilità evolutive.",Eevee,eevee,"Su irregular estructura genética alberga el secreto de la capacidad que posee este Pokémon tan especial para adoptar evoluciones muy variadas.",45,260,275,280,270,Normal,,0,0
134,134,Vaporeon,vaporeon,"Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water.",Aquana,aquana,"Seine Zellstruktur ähnelt der molekularen Zusammensetzung von Wasser, weshalb es sich in Gewässern unsichtbar machen kann.",Aquali,aquali,"Sa structure cellulaire est similaire à la composition moléculaire de l’eau. Une fois dans cet élément, il devient indétectable à l’œil nu.",Vaporeon,vaporeon,"La sua composizione cellulare è simile a quella delle molecole d’acqua, in cui si può dissolvere diventando invisibile.",Vaporeon,vaporeon,"La composición celular de su cuerpo es tan similar a la estructura molecular del agua que se vuelve invisible al fundirse en ella.",45,335,315,430,290,Water,,0,0
135,135,Jolteon,jolteon,"It accumulates negative ions in the atmosphere to blast out 10,000-volt lightning bolts.",Blitza,blitza,"Dieses Pokémon entzieht der Atmosphäre Ionen und kann dann Blitze von 10 000 V Stärke aus seinem Maul abfeuern.",Voltali,voltali,"Il se charge d’ions négatifs contenus dans l’air pour envoyer des décharges d’environ 10 000 volts.",Jolteon,jolteon,"Accumula gli ioni negativi presenti nell’atmosfera per lanciare scariche elettriche da 10.000 volt.",Jolteon,jolteon,"Acumula iones negativos de la atmósfera para lanzar rayos de 10 000 V de potencia.",45,335,315,300,420,Electric,,0,0
136,136,Flareon,flareon,"It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees Fahrenheit.",Flamara,flamara,"Ein Teil der von ihm eingeatmeten Luft wird in einem Flammensack in seinem Körper gespeichert und dort auf 1 700 ºC erhitzt.",Pyroli,pyroli,"Il emmagasine de l’air dans sa poche de flammes et le chauffe à une température de 1 700 °C.",Flareon,flareon,"Parte dell’aria che inala finisce in una sacca interna, dove brucia raggiungendo una temperatura di 1.700 ºC.",Flareon,flareon,"Almacena parte del aire que inhala en la saca de fuego de su interior, que llega a calentarse a más de 1700 °C.",45,385,330,300,290,Fire,,0,0
137,137,Porygon,porygon,"In recent years, this species has been very helpful in cyberspace. These Pokémon will go around checking to make sure no suspicious data exists.",Porygon,porygon,"In den letzten Jahren nahm es im Cyberspace bei der Suche nach verdächtigen Daten eine aktive Rolle ein.",Porygon,porygon,"Ces dernières années, il s’est rendu très utile dans le cyberespace, qu’il arpente pour s’assurer qu’il n’y a aucune donnée suspecte.",Porygon,porygon,"Negli ultimi anni ha assunto un ruolo di rilevanza nel cyberspazio, in cui si aggira per assicurarsi che non ci siano dati sospetti.",Porygon,porygon,"Durante los últimos años, ha estado muy activo en el ciberespacio comprobando que no haya datos sospechosos.",45,305,305,300,240,Normal,,0,0
138,138,Omanyte,omanyte,"This Pokémon is a member of an ancient, extinct species. Omanyte paddles through water with its 10 tentacles, looking like it’s just drifting along.",Amonitas,amonitas,"Ein einst ausgestorbenes Urzeit-Pokémon. Wenn es mit seinen zehn Tentakeln paddelnd durch das Wasser gleitet, meint man, es würde schweben.",Amonita,amonita,"Un Pokémon préhistorique aujourd’hui disparu. Il semble flotter lorsqu’il nage en brassant l’eau avec ses dix tentacules.",Omanyte,omanyte,"È un antico Pokémon ormai estinto. Quando nuota usando i suoi dieci tentacoli sembra fluttuare nell’acqua.",Omanyte,omanyte,"Un Pokémon de la era prehistórica, ahora extinto. Solía nadar moviendo sus diez tentáculos para desplazarse por el agua como si flotara.",45,290,315,240,230,Rock,Water,0,0
139,139,Omastar,omastar,"Omastar’s sharp fangs could crush rock, but the Pokémon can attack only the prey that come within reach of its tentacles.",Amoroso,amoroso,"Mit seinen scharfen Zähnen ist es imstande, selbst Felsen zu zermalmen. Angreifen kann es jedoch nur Beute in Reichweite seiner Tentakel.",Amonistar,amonistar,"Ses crocs sont capables de broyer la roche, mais il ne peut s’attaquer qu’aux proies à portée de ses tentacules.",Omastar,omastar,"Le sue zanne affilate possono frantumare anche le pietre, ma può attaccare solo le prede a portata di tentacolo.",Omastar,omastar,"Posee unos colmillos afilados con los que puede partir piedras, pero solo ataca a presas que se hallan al alcance de sus tentáculos.",45,335,355,310,270,Rock,Water,0,0
140,140,Kabuto,kabuto,"While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places.",Kabuto,kabuto,"Es heißt zwar, dass Kabuto ausgestorben sei, doch in einer bestimmten Gegend trifft man es noch relativ häufig an.",Kabuto,kabuto,"On raconte qu’ils se seraient éteints, mais apparemment, on peut souvent en croiser dans une zone particulière.",Kabuto,kabuto,"Si dice che si sia estinto, ma pare che in certe zone si possa avvistare con una certa facilità.",Kabuto,kabuto,"Se consideraba extinto, pero, al parecer, existen determinadas zonas en las que es posible hallar ejemplares con facilidad.",45,295,295,230,270,Rock,Water,0,0
141,141,Kabutops,kabutops,"The cause behind the extinction of this species is unknown. Kabutops were aggressive Pokémon that inhabited warm seas.",Kabutops,kabutops,"Es ist unklar, warum dieses brutale urzeitliche Pokémon, das in warmen Meeren lebte, letztendlich ausstarb.",Kabutops,kabutops,"Nul ne sait pourquoi il s’est éteint. Ce Pokémon préhistorique féroce vivait dans les mers chaudes.",Kabutops,kabutops,"Questo feroce Pokémon dell’antichità viveva nei mari caldi. Le cause della sua estinzione sono ignote.",Kabutops,kabutops,"Se desconoce el motivo de la extinción de este feroz Pokémon prehistórico que habitaba en los cálidos mares de antaño.",45,340,335,290,320,Rock,Water,0,0
142,142,Aerodactyl,aerodactyl,"Aerodactyl’s sawlike fangs can shred skin to tatters—even the skin of Steel-type Pokémon.",Aerodactyl,aerodactyl,"Mit seinen Zähnen, die Sägeblättern gleichen, kann es selbst die Haut von Stahl-Pokémon zerfetzen.",Ptéra,ptéra,"Sa dentition semblable à une scie peut même broyer la peau des Pokémon Acier.",Aerodactyl,aerodactyl,"Le sue zanne simili a lame sono in grado di fare a brandelli persino la pelle dei Pokémon di tipo Acciaio.",Aerodactyl,aerodactyl,"Sus colmillos, afilados como sierras, pueden hacer trizas incluso la piel de Pokémon de tipo Acero.",45,325,300,330,420,Rock,Flying,0,0
143,143,Snorlax,snorlax,"This Pokémon’s stomach is so strong, even eating moldy or rotten food will not affect it.",Relaxo,relaxo,"Der Magen dieses Pokémon ist so resistent, dass es sogar Verschimmeltes oder Verdorbenes essen kann.",Ronflex,ronflex,"L’estomac de ce Pokémon est si résistant qu’il peut même digérer de la nourriture avariée.",Snorlax,snorlax,"Ha uno stomaco così resistente che può ingerire anche cibo ammuffito o avariato.",Snorlax,snorlax,"Este Pokémon tiene un estómago a prueba de bomba, por lo que es capaz de ingerir incluso comida podrida o mohosa.",25,335,335,490,220,Normal,,0,0
144,144,Articuno,articuno,"This Pokémon can control ice at will. Articuno is said to live in snowy mountains riddled with permafrost.",Arktos,arktos,"Arktos ist imstande, Eis zu manipulieren. Man sagt, es lebe in schneebedeckten Bergen, wo ewiger Winter herrscht.",Artikodin,artikodin,"Il possède le pouvoir de contrôler la glace. Selon les dires, il vivrait sur les sommets recouverts de neiges éternelles.",Articuno,articuno,"È in grado di controllare il ghiaccio a suo piacimento. Si dice che viva sulle montagne innevate nelle aree coperte da permafrost.",Articuno,articuno,"Posee el poder de controlar el hielo a su antojo. Se dice que este Pokémon habita en montañas de nieves perpetuas.",3,340,385,350,330,Ice,Flying,1,0
145,145,Zapdos,zapdos,"Zapdos is a legendary bird Pokémon. It’s said that when Zapdos rubs its feathers together, lightning will fall immediately after.",Zapdos,zapdos,"Es heißt, wenn dieses Legendäre Vogel-Pokémon seine Flügel aneinanderreibt, brechen unmittelbar danach Gewitter los.",Électhor,électhor,"On raconte que lorsque ce Pokémon oiseau légendaire fait vibrer ses plumes, le frottement fait tomber la foudre instantanément.",Zapdos,zapdos,"Si dice che quando questo leggendario Pokémon alato sfrega le ali fra loro, cada istantaneamente un fulmine.",Zapdos,zapdos,"Una de las aves legendarias. Dicen que, cuando este Pokémon frota las alas, cae al instante un relámpago del cielo.",3,375,335,350,360,Electric,Flying,1,0
146,146,Moltres,moltres,"There are stories of this Pokémon using its radiant, flame-cloaked wings to light up paths for those lost in the mountains.",Lavados,lavados,"Überlieferungen nach soll Lavados mit seinen wunderschön lodernden Flügeln Bergpfade erleuchtet und dadurch Verirrten geholfen haben.",Sulfura,sulfura,"On raconte qu’il a sauvé des personnes perdues en montagne en illuminant les sentiers à l’aide de ses splendides ailes flamboyantes.",Moltres,moltres,"Si narra che abbia aiutato dei viandanti che si erano persi illuminando i sentieri montuosi con le splendide ali infuocate.",Moltres,moltres,"Se cuenta que alguna vez ha iluminado el camino con sus alas flamígeras para rescatar a alguien que se había perdido en la montaña.",3,385,335,350,340,Fire,Flying,1,0
147,147,Dratini,dratini,"This Pokémon was long considered to be no more than a myth. The small lump on a Dratini’s forehead is actually a horn that’s still coming in.",Dratini,dratini,"Es wurde lange an Dratinis Existenz gezweifelt. Der kleine Fortsatz an seiner Stirn ist ein heranwachsendes Horn.",Minidraco,minidraco,"On a longtemps douté de l’existence de ce Pokémon. La petite bosse sur son front est en fait sa corne en pleine croissance.",Dratini,dratini,"È stato a lungo considerato un miraggio. La piccola protuberanza sulla fronte è un corno in fase di crescita.",Dratini,dratini,"Durante mucho tiempo se dudó de su existencia. La pequeña protuberancia de la frente es en realidad un cuerno incipiente.",45,274,255,252,260,Dragon,,0,0
148,148,Dragonair,dragonair,"This Pokémon gathers power in the orbs on its tail and controls the weather. When enshrouded by an aura, Dragonair has a mystical appearance.",Dragonir,dragonir,"Mit der Kraft, die es in den Bällen an seinem Schweif sammelt, beeinflusst es das Wetter. Seine in eine Aura gehüllte Gestalt steckt voller Mystik.",Draco,draco,"Il contrôle la météo en accumulant de l’énergie dans les orbes au bout de sa queue. Sa silhouette nimbée d’une aura lui confère un air mystique.",Dragonair,dragonair,"Accumula energia nelle sfere che ha sulla coda e controlla le condizioni atmosferiche. Avvolto dalla sua aura ha un aspetto misterioso.",Dragonair,dragonair,"Acumula energía en las esferas de la cola para controlar el clima. La sutil aura que lo rodea le confiere un aspecto misterioso y místico.",45,314,295,292,300,Dragon,,0,0
149,149,Dragonite,dragonite,"This Pokémon is known as the Sea Incarnate. Figureheads that resemble Dragonite decorate the bows of many ships.",Dragoran,dragoran,"Dragoran wird die „Inkarnation des Meeres“ genannt. Sein Ebenbild ziert den Bug vieler Schiffe als Galionsfigur.",Dracolosse,dracolosse,"On l’appelle « l’avatar de la mer ». Nombreux sont les navires arborant une figure de proue en forme de Dracolosse.",Dragonite,dragonite,"Viene chiamato “Incarnazione del mare”. Molte navi hanno una statua di Dragonite sulla prua.",Dragonite,dragonite,"Se lo conoce como el Avatar de la Mar. Muchos barcos lucen una talla de Dragonite como mascarón de proa.",45,394,355,352,320,Dragon,Flying,0,0
150,150,Mewtwo,mewtwo,"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different.",Mewtu,mewtu,"Mewtu und Mew weisen sehr ähnliche Gene auf, doch hinsichtlich ihres Charakters und ihrer Größe unterscheiden sich die beiden erheblich.",Mewtwo,mewtwo,"Son ADN est presque le même que celui de Mew, mais sa taille et son caractère sont très différents.",Mewtwo,mewtwo,"Il suo DNA è quasi uguale a quello di Mew. Ciò nonostante, sono agli antipodi per dimensioni e carattere.",Mewtwo,mewtwo,"Su ADN es casi el mismo que el de Mew. Sin embargo, su tamaño y carácter son muy diferentes.",3,424,340,382,420,Psychic,,1,0
151,151,Mew,mew,"When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen.",Mew,mew,"Wenn man Mews Haut mithilfe eines Mikroskops betrachtet, so erkennt man ein Fell aus vielen feinen und kurzen Härchen.",Mew,mew,"À l’aide d’un microscope, on peut distinguer le pelage extrêmement court, fin et délicat de ce Pokémon.",Mew,mew,"Osservando al microscopio la pelle di Mew si può constatare che è ricoperta da una fitta peluria, corta e fine.",Mew,mew,"Si se observa a través de un microscopio, puede distinguirse cuán corto, fino y delicado es el pelaje de este Pokémon.",45,360,360,370,360,Psychic,,0,1
152,152,Chikorita,chikorita,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",Endivie,endivie,"Im Kampf wedelt Endivie mit seinem Blatt, um den Feind fernzuhalten. Von dem Blatt geht auch ein süßlicher Duft aus, der das gegnerische Pokémon im Kampf beruhigt und eine gemütliche, freundliche Atmosphäre schafft.",Germignon,germignon,"Lorsqu’il se bat, Germignon secoue sa feuille pour tenir son ennemi à distance. Un doux parfum s’en dégage également, apaisant les Pokémon qui se battent et créant une atmosphère agréable et amicale.",Chikorita,chikorita,"Nella lotta, Chikorita sventola la sua foglia in modo da tenere a bada il nemico. Tuttavia, la foglia emana anche un aroma dolce, che calma il Pokémon avversario, creando un’atmosfera gradevole e rilassata tutt’attorno.",Chikorita,chikorita,"Al luchar, Chikorita agita la hoja que tiene para mantener a raya al rival. Pero, al mismo tiempo, libera una suave fragancia que apacigua el encuentro y crea un ambiente agradable y de amistad.",45,258,290,260,250,Grass,,0,0
